src,tgt
Tom started getting angry.,톰은 화가 나기 시작했다.
"I won't force you to do that, but I think you should.",나는 네가 그렇게 하도록 강요하지는 않겠지만 그렇게 해야 할거야
Yanni doesn't want to be here anymore.,야니는 더이상 여기 있고 싶어하지 않는다.
I've been attracted to rabbits ever since.,나는 그때부터 토끼에게 끌리기 시작했다.
I've had a thing for rabbits ever since.,나는 그때부터 토끼에게 끌리기 시작했다.
We mourn the victims of the Tyruger train accident and wish the deceased a blessing.,타이루거 열차 사고 희생자분들을애도하며 삼가 고인의 명복을 빕니다.
I wish I could fly.,내가 날 수 있다면 좋을 텐데.
Make sure you read this if you want to learn the Kadazan language.,카다잔 어를 배우고 싶다면 반드시 읽어보십시오.
Today will once again be remembered as a great day for us.,오늘은 다시 한 번 우리에게 위대한 날로 기억 될 것 입니다.
Whose skis are these?,이거는 누구 스키예요?
How was the man you met yesterday?,어제 선 본 남자는 어땠어?
He had a good personality and handsome too!,성격도 좋은 데다가 얼굴도 잘생겼어!
So he looks good feeling.,그래서 기분이 좋아 보이는구나.
I want to be a monk in an ancient monastery.,나는 고대 수도원의 수도사가 되고 싶습니다.
I wouldn't say that I don't want to talk with my friend - it's just that I'm really shy.,친구랑 이야기를 하고 싶지 않다기보다는 그냥 정말 부끄러워요.
Why didn't you stop by my place today?,오늘 내 집에 들러보지 않을래?
Did you show this to your parents too?,이거 부모님께도 보여드렸어요?
You embarrassed me in front of your friends. I didn't expect this kind of behavior from you.,니 친구 앞에서 나를 망신 줬어. 니가 그런 행동을 할 줄은 예상 못했어.
Tom dressed up as cowboy for Halloween.,톰은 핼러윈을 맞아 카우보이처럼 옷을 입었다.
What do you remember about last night?,어젯밤에 대해 기억나는 게 뭐야?
That man stole my bag.,저 남자가 내 가방을 훔쳤다.
Tom wanted to learn how to tango.,톰은 탱고 추는 방법을 배우고 싶었다.
I could use some words of encouragement. I’ve been feeling really down lately.,나는 격려의 말을 할 수 있었다. 나는 최근에 기분이 정말 안 좋았다.
The children had ice cream at the shop.,아이들은 가게에서 아이스크림을 먹었어요.
It’s been a while since we’ve seen a movie together.,오랜만에 우리가 영화를 같이 봤군요.
"As for me, I would like to become a lawyer someday.",저는 나중에 변호사가 되고 싶습니다.
It will not be long before the sun rises.,해가 뜨기까지는 그리 오래 걸리지 않을 것이다.
The computer was very useful.,컴퓨터는 정말 유용했다.
It will be ready by six this evening.,저녁 여섯 시까지는 준비될 거에요.
I ate three pieces of cake.,나는 케이크 세 조각을 먹었다.
Both of you are right.,너희 둘 다 맞다.
"And the good news is that today the economy is growing again. Wages, incomes, home values and retirement accounts are all rising again. Poverty is falling again.","다음으로 좋은 소식은 오늘 경제가 재성장한다는 것입니다. 임금, 소득, 집값, 퇴직금이 모두 다시 오르고 있습니다. 빈곤도 다시 줄어들고 있습니다."
I didn't want to get hurt.,나는 다치고 싶지 않았다.
I am Orthodox.,나는 정교회 신자입니다.
Fuck the police.,경찰은 엿이나 먹어.
I can't believe that you used to hate chocolate.,네가 초콜릿을 싫어했었다니 믿기지가 않아.
Would you please just go away?,그냥 사라져 주실래요?
I've had enough of your anti-science poverty.,나는 당신의 반과학 빈곤을 충분히 겪었습니다.
The king lives in the castle.,왕은 성에 삽니다.
These heathers look so gorgeous.,이 헤더는 정말 멋져 보인다.
Take a deep breath in.,숨을 깊게 들이쉬세요.
How many days are you planning to stay?,며칠 동안 있을 예정이에요?
This pencil is blunt. Have you got a sharpener?,이 연필 끝이 뭉툭해졌어. 연필깎이 있어?
"""Why didn't you invite me to the party?"" ""I did invite you! Haven't you looked at your email?""","""왜 날 파티에 초대하지 않은 거야?"" ""초대했어! 이메일 못 본 거야?"""
This is my favorite cocktail.,이것은 내가 제일 좋아하는 칵테일이다.
All parts of the plants are fragrant.,식물의 모든 부분이 향기롭다.
All parts of the plants are fragrant.,식물 온 구석에서 향기가 난다.
It was raining outside.,밖에 비가 내리고 있었다.
How's your headache?,두통은 좀 어때?
Ziri charged his phone.,지리는 전화를 충전했습니다.
I've moved out already. Now I live alone.,이미 이사했습니다. 이제 자신은 혼자 살고 있습니다.
It's far better than it used to be.,예전보다는 훨씬 나아졌다.
I know how it feels too!,그 기분 나도 알지!
It's coming back to me now.,이제 다시 기억이 나네요.
"If you're not going to eat it, I will.",네가 안 먹는다면 내가 먹을게.
Most people don't care about things like that.,대부분의 사람들은 그런 일에 신경쓰지 않는다.
Do you want to know what I think of you?,내가 널 어떻게 생각하는지 알고 싶어?
Can this water be drunk?,이거 마실 수 있는 물이야?
The next concert will take place in October.,다음 콘서트는 10월에 치러질 예정이다.
Australia is a great place for sightseeing.,오스트레일리아는 최고의 관광지이다.
I'm sure Tom won't be here tonight.,오늘밤 톰이 여기 없을 거라고 확신한다.
Is it that important to you?,그게 너한테 중요해?
I regret leaving.,나는 떠난 것을 후회한다.
These curtains are ugly.,이 커튼은 흉하게 생겼다.
We don't talk anymore.,우리는 더 이상 대화하지 않는다.
They came home late.,그들은 집에 늦게 왔다.
We heard a sound.,우리는 어떤 소리를 들었다.
I walked slowly.,나는 천천히 걸었다.
He didn't turn off the engine.,그는 엔진을 끄지 않았다.
Did he find them?,그가 그들을 찾았대?
We're always in some kind of danger.,우리는 항상 어떠한 위험 속에 처해 있다.
I think Tom and I have missed something.,톰과 내가 무언가를 깜빡한 것 같다.
Tom has agreed to take a lie detector test.,톰은 거짓말 탐지기 테스트를 받는 것에 동의했다.
Most people expected Tom to win.,대부분의 사람들이 톰이 이길 것이라고 예상했다.
Most people expected Tom to win.,대부분 사람들이 톰이 이길 거라고 봤다.
Almost everyone expected Tom to win.,거의 모두가 톰이 이길 것이라고 예상했다.
The girls won't play tennis tomorrow.,그 소녀들은 내일 테니스를 치고 싶어하지 않는다.
This sentence isn't useful for language learners.,이 문장은 언어 학습자에게 유용하지 않다.
This sentence isn't useful for language learners.,이 문장은 언어 학습자에게 별로 도움이 되지 않는다.
Look me up next time you're in Boston.,다음에 보스턴에 오면 나랑 만나자.
Tom doesn't drink wine very often.,톰은 와인을 그렇게 자주 마시지는 않는다.
My family goes to Australia every year.,우리 가족은 매년 오스트레일리아에 간다.
Tom Jackson easily won the election.,톰 잭슨은 손쉽게 선거에서 이겼다.
We're going to meet in front of the museum at 2:30.,우리는 2시 30분에 박물관 앞에서 만나기로 했다.
I'd like to mail this package to Australia.,이 소포를 오스트레일리아에 보내고 싶습니다.
It'll become much warmer in March.,3월에는 훨씬 따뜻해질 것이다.
We must not be late to school again.,우리는 또다시 학교에 늦어서는 안 된다.
I'm not the one who picks the fruit.,나는 과일을 집어든 사람이 아니다.
I want to live in Boston or Chicago.,나는 보스턴이나 시카고에서 살고 싶다.
Chances are that I'll be late for work.,아마도 회사에 늦을 것 같다.
The boy tried to move the heavy sofa.,그 소년은 무거운 소파를 움직이려고 했다.
You should wear a hat and sunglasses.,모자와 선글라스를 쓰는 것이 좋다.
A Korean person ought to eat kimchi.,한국 사람이라면 김치를 먹어야지.
It's been a very long day.,정말 긴 하루였다.
What should we have for dinner tonight?,오늘 저녁으로 뭘 먹지?
That Spanish man speaks Korean fluently.,저 스페인 사람은 한국말을 유창하게 한다.
I need to go down to my hometown.,고향에 내려가야 한다.
"If this keeps up, we'll all die.",이러다 우리 다 죽어.
What are you eating for dinner tonight?,오늘 밤 저녁으로 뭘 먹을 거야?
I don't think this is a crime.,나는 이것이 범죄라고 생각하지 않는다.
"This isn't a crime, is it?","이건 범죄가 아닌 거지, 그치?"
Would you like to open that black box with me?,그 검은 상자를 저와 함께 열어요.
I'm not nice even though I'm rich; I'm nice because I'm rich.,"부자인데 착한 게 아니라, 부자라서 착한 것이다."
Do you still trust people?,당신은 아직도 사람을 믿습니까?
Spring is the best season to visit Boston.,봄은 보스턴을 방문하기 가장 좋은 계절이다.
I must speak to you later about Tom.,나중에 톰에 대해 말해줄 것이 있다.
We celebrated Tom's thirteenth birthday.,우리는 톰의 열세 번째 생일을 축하했다.
Be careful not to make that same mistake again.,똑같은 실수를 반복하지 않도록 조심해.
It'll be ready by six this evening.,오늘 저녁 6시까지 준비될 것이다.
The plane took off from Boston at 2:30.,비행기는 오후 2시 30분에 보스턴을 떠났다.
It won't be long before the sun rises.,해가 뜨기까지는 그리 오래 걸리지 않을 것이다.
I think that there is the way to do it.,하는 방법이 있다고 생각한다.
My sister asked my father to buy her a new bicycle.,내 여동생은 아버지에게 새 자전거를 사 달라고 부탁했다.
My sister asked my father to buy her a new bicycle.,우리 누나는 아버지에게 새 자전거를 사 달라고 부탁했다.
I owe it to my parents that I'm so healthy.,내가 이렇게 건강한 것은 우리 부모님 덕이다.
I think this word is mistranslated.,이 단어는 잘못 번역된 것 같다.
I like milk in my coffee.,나는 커피에 우유를 타는 게 좋다.
His wife first started showing symptoms of covid-19,그의 아내는 처음으로 코로나19 증상을 보이기 시작했다.
Tom finally gathered up his courage and asked Mary out on a date.,톰은 마침내 용기를 내어 메리에게 데이트 신청을 했다.
I was really thrilled to have met you.,널 만나서 그저 기쁘다.
You really want to go to Boston with Tom?,정말로 톰과 함께 보스턴에 가고 싶어?
Making a plan and actually following through are two separate problems.,계획을 세우는 것과 그것을 실행하는 것은 별개의 문제다.
"You told Tom, right?","톰한테 말했지, 그치?"
I got bit by a mosquito.,모기가 날 물었다.
Tom couldn't bring himself to sleep on the bus.,톰은 버스에서 잠을 잘 수가 없었다.
You have to speak French over here.,너는 여기서 프랑스어로 말해야 한다.
I saw my mother hiding cake.,나는 어머니가 케이크를 숨기는 것을 보았다.
I'm going to stay home tomorrow.,나는 내일 집에 있을 것이다.
Why are you saying such things?,왜 그런 말을 해?
They live in this village.,그들은 이 마을에 산다.
You must wear a helmet for the safety of your head.,머리 보호를 위해서 헬멧을 써야 한다.
I know your mom.,나는 네 엄마를 안다.
She's raising a small black dog.,그녀는 조그만 검은 개를 기른다.
What are you doing on Sunday?,일요일에 뭐 할거야?
That person died of lung cancer a week ago.,저 사람은 일주일 전에 폐암으로 죽었다.
I don't want to go out tonight if it rains.,오늘 밤 비가 내리면 나가고 싶지 않다.
It doesn't matter what my name is.,내 이름이 무엇이든 상관없어.
